uuid,planting_status
409b1108-5914-4b01-8366-f7282fc13b88,in-progress
3d9fdb52-4f16-4f65-9178-ff5438479cc1,in-progress
69e011a6-ed55-4aa8-94ba-bc8b49deaf73,in-progress
57c8e87e-da77-47b2-9598-959ccd1f8866,in-progress
88862b08-8add-4298-8213-a8ccc58f2814,in-progress
ea01b0e4-3949-48f9-bfc6-b91560d3b619,in-progress
0e58f16e-26a9-43d3-b5cc-bd4346a82273,in-progress
4cd33f86-dd39-4665-a45a-65bdabd8cfb9,in-progress
04f1bee6-2bdf-461c-a99e-63e0fa8c2ddf,completed
4a1743c6-8373-49c5-a897-7dda12aead8f,completed
3da6a1a1-bdfb-4fd4-8404-496548f2685e,completed
f7a08038-ac46-4f50-9d3f-8fdb5bd126d4,completed
415b4e98-a5d6-4e02-b0fe-978be86f2f9b,completed
0dfcf87b-da9b-4171-a908-55948cefee83,completed
3c4f5af3-299a-4049-b0a6-57ac11662447,completed
59816e84-9bae-49c2-a493-1a91ec6e2781,completed
80a9562d-9aa0-4141-8cd0-0949ebcd9303,no-restoration-expected
1f6a2707-da82-4ae0-8ace-b649e5d682b8,no-restoration-expected
9adafe08-2f64-4e99-92a8-5a6580672005,no-restoration-expected
d57c0dd6-4a3d-4029-ade4-fece4d32e2fc,no-restoration-expected
81818377-5ccb-4b12-89bd-4bc447b9c7f1,no-restoration-expected
a5798ea5-999a-42ef-9ce7-c6967bf91d0c,no-restoration-expected
e02683ac-59fb-4d60-bfb9-53eb9ca18d19,no-restoration-expected
a196bf66-fda0-4c51-9fbf-f4b231889c37,no-restoration-expected
1fa46d43-71b8-4876-8465-e469c140327e,no-restoration-expected
5082aafb-3929-45e8-a0f0-36a6f753a7c6,no-restoration-expected
46a5a3a3-b3ed-49e1-a9c4-9c513cb6cf64,in-progress
0b4aaf45-9f9a-4938-a3c4-8a762d817037,in-progress
bc05b348-92af-4c36-af05-281c93847262,in-progress
d8c8ca8a-8ef4-4954-ad33-58dfae4034b0,in-progress
87629c25-7e78-4b63-8bc5-da4df1016633,in-progress
6b5200b9-ce06-4ec3-a03e-a8559d05d03c,in-progress
5e5d3768-21be-4841-9be0-f8d591b23a25,completed
b1df043e-6c14-4a82-837a-18961efbd980,completed
9b195531-b084-436b-91c7-c7b2020ee7c2,completed
f9469a2b-e3db-4bf6-b139-7adab7b0de09,completed
ded995ae-4d6b-4304-a9ad-e0b66c52ef99,completed
b78c90d1-0d2d-4d5a-8b8e-cdb90a28730e,completed
49b98c41-862d-4d1a-8ab8-208738311eb9,completed
e20b21a3-ee92-4f88-9ed5-1e78542d210b,completed
f4b494fa-d9ef-4f55-8ed0-6915781d6503,completed
34fd1b79-467e-4b38-ae6b-7db6ceec0846,completed
ade5b4b1-a5ff-4c68-babd-a06c00e29d6d,completed
ce5a2a01-d9fe-4451-a5b8-871cd4f1762b,completed
2d6f70e0-feca-4e58-a9a6-88080838718f,completed
ec23e107-6a42-47ac-9085-20d8c8ee7499,completed
88377d0c-b470-4215-a780-0680d7240159,in-progress
2ca6651d-4f69-4585-b981-c87d30a31047,in-progress
64a92f94-ed23-4aa2-b71a-72cb312ca0aa,in-progress
af84b06f-8a0d-4fab-8eaa-f3f91ffd4d86,in-progress
f079db7f-0d36-41dd-8af5-adde361dca34,completed
da5f3471-d0e3-4b3d-b80c-1f746f71e364,no-restoration-expected
3f1ac979-c967-42f3-b664-8c4372db241b,no-restoration-expected
2b7218c2-3d38-42df-b542-bbf26bb0c3d8,no-restoration-expected
fe1cdf8f-5ee5-48c6-8496-bd4217bf5551,no-restoration-expected
7ecc9da8-c462-428d-94c6-58d89aef9221,no-restoration-expected
7bef25f2-66f7-4311-84cf-ec90fbd7da82,completed
e630e76a-c82d-4e9c-aca4-b4f423fa1d6c,completed
990faa4b-f742-46f5-9f4d-ac1837ed63b3,completed
8f605060-76b1-49ae-a70a-1cf70f3be4c8,completed
ba4c75c3-7267-4f60-a97a-8b16f6356908,completed
c8c60fc7-ba0a-4b5f-a85b-dd9fc47e3934,completed
1b7c8689-37dc-412b-9653-396929d17d87,completed
